{'LogType': 'Latency', 'Which': 's', 'AlgoTime': '11', 'TimeType': 'ms', 'Detail': 'Before_recv_cb'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412780', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412780', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412781', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412797', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412797', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412799', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412799', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412801', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412801', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412813', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412813', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412814', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412838', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412838', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412839', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412839', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412840', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412840', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412846', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412846', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412846', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412876', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412876', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412878', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412878', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412879', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412879', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412887', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412887', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412888', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412915', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412915', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412915', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412917', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412917', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412918', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412918', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412942', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412942', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412942', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412958', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412958', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412959', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412959', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412960', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412960', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412975', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412975', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412976', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412993', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412994', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412996', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198412996', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412997', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198412997', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413018', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413018', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413018', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413037', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413037', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413039', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413039', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413040', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413040', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413049', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413049', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413050', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413077', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413077', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413077', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413079', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413079', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413080', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413080', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413104', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413104', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413105', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413113', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413114', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413115', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413115', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413116', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413116', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413137', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413137', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413137', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413157', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413157', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413159', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413159', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413160', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413160', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413189', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413189', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413189', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413194', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413194', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413196', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413196', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413197', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413197', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413221', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413221', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413221', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413236', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413236', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413238', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413238', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413239', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413239', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413243', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413243', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413243', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413277', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413277', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413279', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413279', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413279', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413280', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413280', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413306', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413306', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413306', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413317', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413317', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413319', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413319', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413320', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413320', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413338', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413338', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413338', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413356', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413356', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413358', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413358', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413359', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413359', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413380', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413380', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413380', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413396', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413396', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413398', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413398', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413399', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413399', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413412', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413412', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413413', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413437', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413437', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413439', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413439', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413440', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413440', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413444', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413444', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413444', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413477', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413477', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413479', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413479', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413480', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413480', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413484', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413508', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413508', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413508', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413513', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413513', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413514', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413514', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413515', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413515', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413541', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413541', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413541', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413553', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413553', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413555', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413555', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413556', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413556', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413585', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413585', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413585', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413595', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413595', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413597', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413597', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413598', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413598', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413606', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413606', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413606', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413637', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413638', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413640', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413640', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413641', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413641', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413645', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413672', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413672', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198413672', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198413677', 'TimeType': 'ms', 'Detail': '2'}
